"cluster","cluster.size","study","group"
349,6,"31282290_Huan-T_mir-766-3p",NA
349,6,"31282290_Huan-T_mir-92a-3p",NA
350,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2712794__gene_symbol__tm4sf19__meta-analysis","other"
351,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3598165__gene_symbol__plekho2__meta-analysis","other"
351,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3598199__gene_symbol__ankdd1a__meta-analysis","other"
352,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3727928__gene_symbol__nog__meta-analysis","other"
353,1,"Sammallahti-S_maternal_anxiety_during_pregnancy_meta-analysis_using_epic-only_sites",NA
354,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2489545__gene_symbol__not_mapped__meta-analysis","other"
355,1,"27839851_ppdde","diet_environment"
356,2,"Battram-T_hip_cortical_ratio_neck",NA
356,2,"Battram-T_hip_cortical_width_neck",NA
357,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3316344__gene_symbol__cd151__meta-analysis","other"
358,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2571608__gene_symbol__pax8__meta-analysis","other"
359,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3687494__gene_symbol__mapk3__meta-analysis","other"
360,1,"Battram-T_pulse_rate",NA
361,7,"29982128_Battram-T_arsenic_exposure_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse109914","diet_environment"
361,7,"31282290_Huan-T_mir-339-3p","other"
361,7,"31282290_Huan-T_mir-339-5p","other"
361,7,"33752734_Yao-C_gene_expression_of_affymetrix_id__2325251__gene_symbol__tceb3__meta-analysis","other"
361,7,"33752734_Yao-C_gene_expression_of_affymetrix_id__2401643__gene_symbol__fuca1__meta-analysis","other"
361,7,"33752734_Yao-C_gene_expression_of_affymetrix_id__2986999__gene_symbol__gpr146__meta-analysis","other"
361,7,"33752734_Yao-C_gene_expression_of_affymetrix_id__3035135__gene_symbol__zfand2a__meta-analysis","other"
362,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3221988__gene_symbol__dfnb31__meta-analysis","other"
363,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3755862__gene_symbol__ikzf3__meta-analysis","other"
363,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3755903__gene_symbol__gsdmb__meta-analysis","other"
363,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3755934__gene_symbol__ormdl3__meta-analysis","other"
364,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3923537__gene_symbol__c21orf33__meta-analysis","other"
365,1,"Battram-T_thyroid_stimulating_hormone",NA
366,3,"25325195_blood_arsenic_concentration_discovery","diet_environment"
366,3,"25325195_urinary_arsenic_concentration_discovery","diet_environment"
366,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__2435261__gene_symbol__rorc__meta-analysis","other"
367,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3455651__gene_symbol__krt72__meta-analysis","other"
367,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3455674__gene_symbol__krt73__meta-analysis","other"
368,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3575103__gene_symbol__galc__meta-analysis","other"
369,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3692928__gene_symbol__bbs2__meta-analysis","other"
370,1,"29055820_Wahl-A_igg_glycosylation_measure_-_igp61","other"
371,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2620114__gene_symbol__znf167__meta-analysis","other"
372,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2657981__gene_symbol__ccdc50__meta-analysis","other"
373,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2515240__gene_symbol__cybrd1__meta-analysis","other"
374,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2901043__gene_symbol__loc554223__meta-analysis","other"
374,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2901333__gene_symbol__znrd1__meta-analysis","other"
375,1,"27993549_nevus_count","other"
376,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902427__gene_symbol__lst1__meta-analysis","other"
377,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3674886__gene_symbol__nprl3__meta-analysis","other"
377,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3675116__gene_symbol__tmem8a__meta-analysis","other"
378,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2558045__gene_symbol__gfpt1__meta-analysis","other"
379,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2645387__gene_symbol__acpl2__meta-analysis","other"
380,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3119376__gene_symbol__c8orf31__meta-analysis","other"
381,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3768791__gene_symbol__abca6__meta-analysis","other"
382,1,"Battram-T_thyroxine__ft4_",NA
383,1,"Sammallahti-S_maternal_pregnancy-related_anxiety_during_pregnancy_meta-analysis_using_450k-only_sites",NA
384,1,"32503626_Gorenjak-V_vascular_endothelial_growth_factor_a","other"
385,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3650861__gene_symbol__syt17__meta-analysis","other"
386,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2433209__gene_symbol__prkab2__meta-analysis","other"
387,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2865050__gene_symbol__rps23__meta-analysis","other"
388,1,"25855720_prepregnancy_body_mass_index_birth",NA
389,2,"25855720_maternal_obesity_childhood","cardiometabolic"
389,2,"25855720_prepregnancy_body_mass_index_childhood","perinatal"
390,1,"28439531_trimethylaminenoxide",NA
391,1,"31282290_Huan-T_mir-642a-5p",NA
392,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2440943__gene_symbol__fcgr3b__meta-analysis","other"
393,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3393720__gene_symbol__mpzl2__meta-analysis","other"
394,1,"30101351_Chamberlain-JA_methionine",NA
395,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2440327__gene_symbol__slamf1__meta-analysis","other"
396,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2625907__gene_symbol__flnb__meta-analysis","other"
397,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3957790__gene_symbol__pik3ip1__meta-analysis","other"
398,2,"Battram-T_diastolic_blood_pressure",NA
398,2,"Battram-T_systolic_blood_pressure",NA
399,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3896078__gene_symbol__slc23a2__meta-analysis","other"
400,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2548402__gene_symbol__eif2ak2__meta-analysis","other"
401,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3257246__gene_symbol__ifit1__meta-analysis","other"
401,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3257268__gene_symbol__ifit5__meta-analysis","other"
402,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3432438__gene_symbol__oas1__meta-analysis","other"
403,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3511698__gene_symbol__epsti1__meta-analysis","other"
404,1,"Battram-T_tyrosine",NA
405,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3096271__gene_symbol__c8orf40__meta-analysis","other"
405,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3133345__gene_symbol__not_mapped__meta-analysis","other"
406,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3383322__gene_symbol__nars2__meta-analysis","other"
407,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3872542__gene_symbol__znf418__meta-analysis","other"
408,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2936857__gene_symbol__mllt4__meta-analysis","other"
409,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3000167__gene_symbol__ccm2__meta-analysis","other"
410,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3310675__gene_symbol__cuzd1__meta-analysis","other"
411,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3158516__gene_symbol__cpsf1__meta-analysis","other"
411,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3158609__gene_symbol__vps28__meta-analysis","other"
412,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2930863__gene_symbol__pcmt1__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3843058__gene_symbol__znf264__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3843188__gene_symbol__trappc2p1__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3843399__gene_symbol__znf134__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3843419__gene_symbol__znf211__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3872380__gene_symbol__znf154__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3872398__gene_symbol__znf671__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3872560__gene_symbol__znf256__meta-analysis","other"
413,8,"33752734_Yao-C_gene_expression_of_affymetrix_id__3872733__gene_symbol__znf329__meta-analysis","other"
414,1,"30718501_Roberts-S_psychotic_experiences_dnam_measured_at_birth_and_pyschotic_experiences_at_age_18",NA
415,1,"26563994_birth_weight_twinsuk","perinatal"
416,1,"31477683_Starnawska-A_depression_unpaired_analysis","neurological"
417,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2562932__gene_symbol__cd8a__meta-analysis","other"
417,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2562965__gene_symbol__cd8b__meta-analysis","other"
418,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3502632__gene_symbol__tmco3__meta-analysis","other"
419,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3051928__gene_symbol__not_mapped__meta-analysis","other"
420,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3319685__gene_symbol__akip1__meta-analysis","other"
421,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__4026902__gene_symbol__naa10__meta-analysis","other"
422,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2362723__gene_symbol__fcrl6__meta-analysis","other"
423,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3573152__gene_symbol__sptlc2__meta-analysis","other"
424,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3738629__gene_symbol__slc16a3__meta-analysis","other"
425,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3398482__gene_symbol__snx19__meta-analysis","other"
426,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3751002__gene_symbol__rab34__meta-analysis","other"
427,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2393740__gene_symbol__cep104__meta-analysis","other"
428,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3634811__gene_symbol__ctsh__meta-analysis","other"
429,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3742627__gene_symbol__scimp__meta-analysis","other"
430,2,"31652233_Fernández-sanlés-A_physical_activity_level_nonlinear_associations_fisher_method_meta_analysis","other"
430,2,"31652233_Fernández-sanlés-A_physical_activity_level_nonlinear_associations_stouffer_method_meta_analysis","other"
431,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2608725__gene_symbol__bhlhe40__meta-analysis","other"
432,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2821347__gene_symbol__erap2__meta-analysis","other"
433,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2892277__gene_symbol__nqo2__meta-analysis","other"
433,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2939069__gene_symbol__serpinb6__meta-analysis","other"
434,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2944491__gene_symbol__mboat1__meta-analysis","other"
435,1,"33818294_Chi-GC_pm2_5","other"
436,1,"Rijlaarsdam-J_trajectories_of_social_communication_deficits_discovery_in_whole_blood",NA
437,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3062576__gene_symbol__asns__meta-analysis","other"
438,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3859899__gene_symbol__igflr1__meta-analysis","other"
439,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2331178__gene_symbol__ndufs5__meta-analysis","other"
440,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3666282__gene_symbol__zfp90__meta-analysis","other"
441,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3944882__gene_symbol__lgals1__meta-analysis","other"
442,1,"30376510_Van-Roekel-E_physical_activity_level_phyisical_activity_measured_using_metabolic_equivalent_of_task",NA
443,1,"31282290_Huan-T_mir-589-5p",NA
444,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2440295__gene_symbol__cd84__meta-analysis","other"
445,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3226253__gene_symbol__fam102a__meta-analysis","other"
446,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3235516__gene_symbol__camk1d__meta-analysis","other"
447,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3672059__gene_symbol__kiaa0513__meta-analysis","other"
448,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2676397__gene_symbol__itih4__meta-analysis","other"
449,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3321150__gene_symbol__arntl__meta-analysis","other"
450,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3556966__gene_symbol__haus4__meta-analysis","other"
451,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3802980__gene_symbol__dsc2__meta-analysis","other"
452,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__4045676__gene_symbol__s100a13__meta-analysis","other"
453,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2362746__gene_symbol__slamf8__meta-analysis","other"
454,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2636786__gene_symbol__tigit__meta-analysis","other"
455,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3147173__gene_symbol__ncald__meta-analysis","other"
456,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3204648__gene_symbol__cd72__meta-analysis","other"
457,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2558355__gene_symbol__pcbp1-as1__meta-analysis","other"
458,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2874371__gene_symbol__fbn2__meta-analysis","other"
459,5,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902444__gene_symbol__aif1__meta-analysis","other"
459,5,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902559__gene_symbol__csnk2b__meta-analysis","other"
459,5,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902633__gene_symbol__msh5-sapcd1__meta-analysis","other"
459,5,"33752734_Yao-C_gene_expression_of_affymetrix_id__2902736__gene_symbol__c6orf48__meta-analysis","other"
459,5,"33752734_Yao-C_gene_expression_of_affymetrix_id__2949230__gene_symbol__ly6g5c__meta-analysis","other"
460,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3270840__gene_symbol__mgmt__meta-analysis","other"
461,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3880767__gene_symbol__pygb__meta-analysis","other"
462,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3514639__gene_symbol__dhrs12__meta-analysis","other"
463,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3557209__gene_symbol__slc7a8__meta-analysis","other"
464,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3849688__gene_symbol__znf266__meta-analysis","other"
465,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2378662__gene_symbol__traf5__meta-analysis","other"
466,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2574646__gene_symbol__bin1__meta-analysis","other"
467,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2657250__gene_symbol__lpp__meta-analysis","other"
468,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3728776__gene_symbol__rad51c__meta-analysis","other"
469,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3768474__gene_symbol__wipi1__meta-analysis","other"
470,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3791996__gene_symbol__serpinb8__meta-analysis","other"
471,1,"29419728_Svane-AM_mortality_replication_lasso_regression",NA
472,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2436467__gene_symbol__nup210l__meta-analysis","other"
473,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2533999__gene_symbol__cxcr7__meta-analysis","other"
474,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3385307__gene_symbol__me3__meta-analysis","other"
475,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3638607__gene_symbol__anpep__meta-analysis","other"
476,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3843848__gene_symbol__znf544__meta-analysis","other"
477,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3854836__gene_symbol__kiaa1683__meta-analysis","other"
478,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2514304__gene_symbol__dhrs9__meta-analysis","other"
479,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3230689__gene_symbol__fut7__meta-analysis","other"
480,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3756319__gene_symbol__ccr7__meta-analysis","other"
481,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3815243__gene_symbol__cfd__meta-analysis","other"
482,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3065015__gene_symbol__polr2j__meta-analysis","other"
483,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2844082__gene_symbol__rufy1__meta-analysis","other"
484,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2563785__gene_symbol__igkc__meta-analysis","other"
485,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3299504__gene_symbol__acta2__meta-analysis","other"
486,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3259785__gene_symbol__frat1__meta-analysis","other"
486,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3302177__gene_symbol__not_mapped__meta-analysis","other"
486,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3302229__gene_symbol__frat2__meta-analysis","other"
486,4,"33752734_Yao-C_gene_expression_of_affymetrix_id__3302240__gene_symbol__rrp12__meta-analysis","other"
487,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3236786__gene_symbol__pter__meta-analysis","other"
488,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2395245__gene_symbol__rere__meta-analysis","other"
489,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2540157__gene_symbol__odc1__meta-analysis","other"
490,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2749380__gene_symbol__tmem144__meta-analysis","other"
490,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2791419__gene_symbol__fam198b__meta-analysis","other"
491,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3428671__gene_symbol__sycp3__meta-analysis","other"
492,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3830359__gene_symbol__cd22__meta-analysis","other"
493,2,"27884142_baseline_diene_conjugation_in_lowdensity_lipoproteins","cardiometabolic"
493,2,"27884142_baseline_diene_conjugation_in_lowdensity_lipoproteins_adjusted_for_bmi","cardiometabolic"
494,2,"27884142_conjugated_dienes","other"
494,2,"27884142_conjugated_dienes_adjusted_for_bmi",NA
495,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3427032__gene_symbol__amdhd1__meta-analysis","other"
496,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2951674__gene_symbol__srpk1__meta-analysis","other"
497,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3220846__gene_symbol__susd1__meta-analysis","other"
498,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3354764__gene_symbol__stt3a__meta-analysis","other"
499,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3695107__gene_symbol__tk2__meta-analysis","other"
500,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3815538__gene_symbol__gpx4__meta-analysis","other"
501,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3870494__gene_symbol__tfpt__meta-analysis","other"
502,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2454887__gene_symbol__flvcr1-as1__meta-analysis","other"
503,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3891278__gene_symbol__ctsz__meta-analysis","other"
504,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3922793__gene_symbol__pde9a__meta-analysis","other"
505,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3933923__gene_symbol__cbs__meta-analysis","other"
506,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2327375__gene_symbol__atpif1__meta-analysis","other"
507,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2364155__gene_symbol__uhmk1__meta-analysis","other"
508,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2395890__gene_symbol__clstn1__meta-analysis","other"
509,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2835792__gene_symbol__gm2a__meta-analysis","other"
510,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2901463__gene_symbol__hla-l__meta-analysis","other"
511,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3299585__gene_symbol__lipa__meta-analysis","other"
512,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3638819__gene_symbol__cib1__meta-analysis","other"
513,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3726569__gene_symbol__spata20__meta-analysis","other"
514,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3894322__gene_symbol__srxn1__meta-analysis","other"
515,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3957938__gene_symbol__pisd__meta-analysis","other"
516,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2451155__gene_symbol__ptpn7__meta-analysis","other"
517,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3082990__gene_symbol__myom2__meta-analysis","other"
518,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2408189__gene_symbol__ppt1__meta-analysis","other"
519,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2708287__gene_symbol__abcc5__meta-analysis","other"
520,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3430462__gene_symbol__btbd11__meta-analysis","other"
521,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3863323__gene_symbol__rabac1__meta-analysis","other"
522,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3917204__gene_symbol__c21orf7__meta-analysis","other"
523,2,"28062490_highdensity_lipoprotein_inflammatory_index","cardiometabolic"
523,2,"28062490_highdensity_lipoprotein_inflammatory_index_adjusted_for_hdl_cholesterol_levels","cardiometabolic"
524,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2460817__gene_symbol__sipa1l2__meta-analysis","other"
525,1,"31282290_Huan-T_mir-425-3p",NA
526,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3580498__gene_symbol__cdc42bpb__meta-analysis","other"
527,1,"28394087_femoral_neck_bone_mineral_density_replication_females_only",NA
528,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2497082__gene_symbol__il1rl1__meta-analysis","other"
528,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2497161__gene_symbol__il18rap__meta-analysis","other"
529,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3937847__gene_symbol__lztr1__meta-analysis","other"
530,1,"30101351_Chamberlain-JA_choline",NA
531,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3442785__gene_symbol__clec4c__meta-analysis","other"
532,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3756591__gene_symbol__krt23__meta-analysis","other"
533,1,"33137917_Hartwig-F_breastfeeding_never_vs_ever","perinatal"
534,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2558844__gene_symbol__clec4f__meta-analysis","other"
535,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2974592__gene_symbol__vnn1__meta-analysis","other"
536,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3619229__gene_symbol__bmf__meta-analysis","other"
537,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3842141__gene_symbol__rpl28__meta-analysis","other"
538,4,"28654093_major_depressive_disorder",NA
538,4,"28654093_major_depressive_disorder_adjusted_for_dust_cloud_exposure",NA
538,4,"28654093_posttraumatic_stress_disorder",NA
538,4,"28654093_posttraumatic_stress_disorder_adjusted_for_dust_cloud_exposure",NA
539,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2491745__gene_symbol__gnly__meta-analysis","other"
540,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3585905__gene_symbol__apba2__meta-analysis","other"
541,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2594535__gene_symbol__ppil3__meta-analysis","other"
542,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2972759__gene_symbol__hddc2__meta-analysis","other"
543,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3057550__gene_symbol__styxl1__meta-analysis","other"
544,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3720817__gene_symbol__rapgefl1__meta-analysis","other"
545,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2612625__gene_symbol__oxnad1__meta-analysis","other"
546,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2852742__gene_symbol__amacr__meta-analysis","other"
547,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3064293__gene_symbol__ephb4__meta-analysis","other"
548,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3307939__gene_symbol__ablim1__meta-analysis","other"
549,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3490892__gene_symbol__olfm4__meta-analysis","other"
550,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3642572__gene_symbol__snrnp25__meta-analysis","other"
551,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2402691__gene_symbol__znf683__meta-analysis","other"
552,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2339872__gene_symbol__ror1__meta-analysis","other"
553,2,"28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_mid_childhood",NA
553,2,"28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_mid_childhood_adjusted_for_birthweight",NA
554,2,"28814982_subscapular_skinfold_thickness_plus_triceps_skinfold_thickness_early_childhood",NA
554,2,"28814982_subscapular_skinfold_thickness_plus_triceps_skinfold_thickness_early_childhood_adjusted_for_birthweight","perinatal"
555,3,"28835163_Yusuf-N_ratio_of_inflammatory_biomarker_post-_to_pre-fenofibrate_treatment_inflammatory_biomarker_is_c-reactive_protein","cardiometabolic"
555,3,"31450665_Hong-Y_efgr_mutant_lung_adenocarcinoma","cancer"
555,3,"33752734_Yao-C_gene_expression_of_affymetrix_id__3059942__gene_symbol__kiaa1324l__meta-analysis","other"
556,1,"33184255_Neumann-A_adhd_at_school_age",NA
557,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__2369950__gene_symbol__qsox1__meta-analysis","other"
558,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2636125__gene_symbol__cd200__meta-analysis","other"
558,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__2688717__gene_symbol__btla__meta-analysis","other"
559,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3914181__gene_symbol__uckl1__meta-analysis","other"
560,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3830216__gene_symbol__fxyd5__meta-analysis","other"
561,2,"29016858_Sharp-GC_maternal_underweight_meta-analysis","perinatal"
561,2,"33752734_Yao-C_gene_expression_of_affymetrix_id__3350830__gene_symbol__tagln__meta-analysis","other"
562,1,"33752734_Yao-C_gene_expression_of_affymetrix_id__3238761__gene_symbol__msrb2__meta-analysis","other"
